t,theta
5.49,-0.7638481088286717
4.35,-1.4066771179357098
1.3499999999999999,1.7106634039007387
4.77,-1.2945462311662936
1.7999999999999998,1.1895146542946589
3.69,-1.2317943954535016
5.37,-0.8767183389977786
5.55,-0.7046443850728453
3.6599999999999997,-1.2130226881970556
1.3199999999999998,1.7398347088513983
0.48,2.276228361650168
1.65,1.38008765088325
4.5,-1.385467250834088
3.33,-0.9437773816939825
0.6599999999999999,2.2050748680354553
5.67,-0.5815976159765155
